"Center for Agricultural and Rural Development (CARD), www.card.iastate.edu, Iowa State University, Ames, Iowa",,,,,,
,,,,,,
Date,Ethanol Price ($/gallon),Corn Price ($/bushel),Natural Gas Price ($/mmBtu),Return Over Operating Costs ($/gallon),Net Cost of Corn ($/gallon),Other Operating Costs ($/gallon)
3/7/2016,1.237599969,3.362999916,2.690000057,0.040274769,0.827385187,0.369940013
3/8/2016,1.227599978,3.398999929,2.711999893,0.020845771,0.836242199,0.370512009
3/9/2016,1.242599964,3.403000116,2.752000093,0.03382168,0.837226272,0.37155202
3/10/2016,1.269600034,3.437000036,2.788000107,0.051520832,0.845591187,0.372488022
3/11/2016,1.272599936,3.47300005,2.822000027,0.044779845,0.85444808,0.373372018
3/14/2016,1.308600068,3.476300001,2.819000006,0.066720471,0.868585587,0.373293996
3/15/2016,1.302600026,3.494299889,2.851000071,0.055391014,0.873082995,0.374126017
3/16/2016,1.303600073,3.492300034,2.868000031,0.056448728,0.87258333,0.374568015
3/17/2016,1.314599991,3.494299889,2.936000109,0.06518098,0.873082995,0.376336008
3/18/2016,1.295600057,3.48029995,2.907000065,0.050433122,0.869584918,0.37558201
3/28/2016,1.304399967,3.369900227,2.84800005,0.09522222,0.835129738,0.374047995
3/29/2016,1.32039988,3.395900011,2.903000116,0.103348807,0.84157306,0.375478029
3/30/2016,1.326399922,3.335900068,2.996000051,0.121800065,0.826703846,0.377896011
3/31/2016,1.307399988,3.179900169,2.959000111,0.14242211,0.788043857,0.376934022
4/1/2016,1.316399932,3.205900192,2.95600009,0.145056739,0.794487178,0.376856029
4/4/2016,1.348199964,3.368799925,2.997999907,0.110498704,0.859753251,0.377948016
4/5/2016,1.348199964,3.390799999,2.953999996,0.106028184,0.86536777,0.376803994
4/6/2016,1.379199982,3.404799938,2.911000013,0.134573251,0.868940711,0.37568602
4/7/2016,1.38620007,3.438799858,3.017999887,0.130114108,0.877617955,0.378468007
4/8/2016,1.388200045,3.446799994,2.99000001,0.130800381,0.879659653,0.377740026
4/11/2016,1.440400004,3.398499966,2.911999941,0.181898028,0.882789969,0.375712007
4/12/2016,1.451400042,3.458499908,3.003999949,0.174920529,0.898375511,0.378104001
4/13/2016,1.490400076,3.566499949,3.036000013,0.185034722,0.926429331,0.378936023
4/14/2016,1.484400034,3.57249999,2.970000029,0.179192096,0.927987933,0.377220005
4/15/2016,1.483399987,3.616499901,2.90199995,0.168530613,0.939417362,0.375452012
4/18/2016,1.499799967,3.558000088,2.940000057,0.203378826,0.919981122,0.376440018
4/19/2016,1.50880003,3.592000008,3.088000059,0.199739575,0.928772449,0.380288005
4/20/2016,1.520799994,3.694000006,3.069000006,0.18585968,0.955146313,0.379794002
4/21/2016,1.503800035,3.592000008,3.068000078,0.195259571,0.928772449,0.379768014
4/22/2016,1.466799974,3.463999987,3.140000105,0.18948406,0.895675898,0.381640017
4/25/2016,1.476199985,3.533499956,3.062999964,0.190911829,0.905650139,0.379638016
4/26/2016,1.485199928,3.585500002,3.032000065,0.187390059,0.918977857,0.378832012
4/27/2016,1.478199959,3.569499969,2.994999886,0.185452953,0.914876997,0.377870023
4/28/2016,1.475199938,3.633499861,3.078000069,0.163891435,0.931280494,0.380028009
4/29/2016,1.485199928,3.665499926,3.177999973,0.163089648,0.939482272,0.382628024
5/2/2016,1.503399968,3.563600063,3.042000055,0.240761131,0.883546829,0.379092008
5/3/2016,1.491400003,3.443599939,3.085999966,0.257369697,0.853794277,0.38023603
5/4/2016,1.491400003,3.393599987,3.141000032,0.268336475,0.841397524,0.381666005
5/5/2016,1.473399997,3.377599955,3.075999975,0.255993456,0.837430537,0.379976004
5/6/2016,1.490399957,3.421600103,3.092999935,0.261642218,0.848339736,0.380418003
5/9/2016,1.408200026,3.49909997,3.09800005,0.178799793,0.848852217,0.380548
5/10/2016,1.439200044,3.60710001,3.157999992,0.182040006,0.875052035,0.382108003
5/11/2016,1.441200018,3.5631001,3.173000097,0.194323912,0.864378095,0.382498026
5/12/2016,1.454200029,3.675100088,3.154999971,0.180621684,0.891548336,0.38203001
5/13/2016,1.45720005,3.643100023,3.095999956,0.192918673,0.883785367,0.380496025
5/16/2016,1.451399922,3.645400047,3.029000044,0.194601059,0.878044844,0.37875402
5/17/2016,1.476399899,3.675400019,3.048000097,0.211881042,0.885270834,0.379248023
5/18/2016,1.502399921,3.699399948,3.000999928,0.233322382,0.891051531,0.378026009
5/19/2016,1.480399966,3.605400085,3.039000034,0.232975602,0.868410349,0.379014015
5/20/2016,1.48939991,3.649399996,3.062000036,0.230779603,0.879008293,0.379612029
5/23/2016,1.50999999,3.722699881,3.055000067,0.246362969,0.88420701,0.379429996
5/24/2016,1.523000002,3.720699787,2.980000019,0.261787891,0.88373208,0.37748003
5/25/2016,1.542000055,3.792699814,2.992000103,0.263374805,0.900833249,0.377792001
5/26/2016,1.542999983,3.828699827,2.963000059,0.256578088,0.909383893,0.377038002
5/27/2016,1.557000041,3.872699976,3.16899991,0.254771292,0.919834733,0.382394016
5/31/2016,1.539249897,3.759499788,3.288000107,0.26700002,0.886761844,0.385488033
6/1/2016,1.54124999,3.849499702,3.381000042,0.245353699,0.907990277,0.387906015
6/2/2016,1.573249936,3.865499735,3.404999971,0.272955656,0.911764264,0.388530016
6/3/2016,1.566249967,3.895499706,3.398000002,0.259061545,0.918840408,0.388348013
6/6/2016,1.602400064,3.920574903,3.46600008,0.307051629,0.90523243,0.390116006
6/7/2016,1.593400002,3.924574852,3.473999977,0.296920061,0.906155944,0.390323997
6/8/2016,1.578400016,3.960574865,3.467999935,0.273763895,0.91446811,0.390168011
6/9/2016,1.572400093,3.912575006,3.617000103,0.274972796,0.903385282,0.394042015
6/10/2016,1.55340004,3.878574848,3.555999994,0.265409172,0.895534873,0.392455995
6/13/2016,1.594399929,3.881099939,3.585000038,0.32369259,0.877497315,0.393210024
6/14/2016,1.63440001,3.945100069,3.604000092,0.348728597,0.891967416,0.393703997
6/15/2016,1.586399913,3.871099949,3.595000029,0.317693502,0.875236392,0.393470019
6/16/2016,1.559399962,3.833099842,3.579999924,0.299675167,0.8666448,0.393079996
6/17/2016,1.575399995,3.957099915,3.622999907,0.286521375,0.894680619,0.394198
6/20/2016,1.580199957,3.763000011,3.746999979,0.366957843,0.815820098,0.397422016
6/21/2016,1.513200045,3.513000011,3.767999887,0.353612065,0.761619985,0.397967994
6/22/2016,1.524199963,3.480999947,3.677000046,0.373915642,0.754682302,0.395602018
6/23/2016,1.522199988,3.423000097,3.697999954,0.383943975,0.742107987,0.396148026
6/24/2016,1.5352,3.394999981,3.661999941,0.403950512,0.736037493,0.395211995
6/27/2016,1.528800011,3.429050207,3.71600008,0.408008426,0.724175572,0.396616012
6/28/2016,1.516800046,3.429050207,3.917000055,0.390782475,0.724175572,0.401841998
6/29/2016,1.50880003,3.303050041,3.862999916,0.410796106,0.697565913,0.400438011
6/30/2016,1.532800078,3.163050175,3.924000025,0.462776542,0.667999506,0.402024031
7/1/2016,1.537800074,3.10705018,3.986999989,0.477965176,0.656172872,0.403662026
7/5/2016,1.498749971,3.133500099,3.763999939,0.418338627,0.682547331,0.397864014
7/6/2016,1.498749971,3.049499989,3.786000013,0.436063826,0.664250135,0.39843601
7/7/2016,1.476750016,3.047499895,3.77699995,0.414733589,0.663814425,0.398202002
7/8/2016,1.505749941,3.189500093,3.801000118,0.412178576,0.694745362,0.398826003
7/11/2016,1.539999962,3.172099829,3.701999903,0.409826666,0.733921289,0.396252006
7/12/2016,1.552000046,3.23210001,3.733999968,0.407112718,0.74780333,0.397083998
7/13/2016,1.554999948,3.392099857,3.736999989,0.373015702,0.784822226,0.39716202
7/14/2016,1.534000039,3.358099937,3.726999998,0.36014241,0.776955605,0.396902025
7/15/2016,1.519000053,3.258100033,3.756000042,0.36752516,0.75381887,0.397656024
7/18/2016,1.470199943,3.217100143,3.721999884,0.341303647,0.732124269,0.396772027
7/19/2016,1.422199965,3.0631001,3.727999926,0.328193903,0.697078049,0.396928012
7/20/2016,1.365199924,3.021100044,3.657999992,0.282571942,0.687519968,0.395108014
7/21/2016,1.352199912,2.989099979,3.691999912,0.27597025,0.680237651,0.395992011
7/22/2016,1.365199924,2.997100115,3.77699995,0.284939647,0.682058275,0.398202002
7/25/2016,1.385400057,3.059599876,3.746999979,0.277445018,0.710533023,0.397422016
7/26/2016,1.371399999,3.03760004,3.711999893,0.269464046,0.705423951,0.396512002
7/27/2016,1.358399987,3.069599867,3.671999931,0.250072747,0.71285522,0.39547202
7/28/2016,1.344400048,3.025599957,3.872999907,0.241064966,0.702637076,0.400698006
7/29/2016,1.340399981,3.057600021,3.875999928,0.229555503,0.710068464,0.400776029
8/1/2016,1.366600037,2.996799946,3.770999908,0.256975651,0.711578369,0.398046017
8/2/2016,1.34160006,2.982799768,3.73300004,0.236287951,0.708254099,0.39705801
8/3/2016,1.34160006,2.990799904,3.838999987,0.231632292,0.710153759,0.39981401
8/4/2016,1.370600104,2.946799755,3.834000111,0.271210074,0.699706018,0.399684012
8/5/2016,1.379600048,2.982799768,3.772000074,0.273273945,0.708254099,0.398072004
8/8/2016,1.324599981,3.020999908,3.747999907,0.200361192,0.726790786,0.397448003
8/9/2016,1.318599939,2.990999937,3.61500001,0.205036551,0.719573379,0.39399001
8/10/2016,1.313599944,2.993000031,3.561000109,0.200959355,0.720054567,0.392586023
8/11/2016,1.312599897,2.978999853,3.551000118,0.203587517,0.716686368,0.392325997
8/12/2016,1.305599928,2.990999937,3.585999966,0.192790538,0.719573379,0.393236011
8/15/2016,1.335399985,3.058599949,3.589999914,0.199204132,0.742855847,0.393339992
8/16/2016,1.349399924,3.068599939,3.617000103,0.210073352,0.745284557,0.394042015
8/17/2016,1.338400006,3.096600056,3.618999958,0.192220896,0.75208509,0.39409402
8/18/2016,1.365399957,3.114599943,3.674000025,0.213419154,0.756456792,0.395524025
8/19/2016,1.386399984,3.136600018,3.584000111,0.231415927,0.761800051,0.393184006
8/22/2016,1.374599934,3.164799929,3.678999901,0.210882023,0.768063903,0.395654023
8/23/2016,1.363600016,3.11680007,3.760999918,0.209399238,0.756414771,0.397786021
8/24/2016,1.353600025,3.106800079,3.796000004,0.200916111,0.753987908,0.398696005
8/25/2016,1.344599962,3.066800117,3.845999956,0.200323611,0.744280338,0.399996012
8/26/2016,1.338600039,2.994800091,3.871000051,0.211147323,0.7268067,0.400646031
8/29/2016,1.347800016,3.109699965,3.852999926,0.177718103,0.769903898,0.400178015
8/30/2016,1.341800094,3.033699989,3.826999903,0.191210419,0.751087666,0.399502009
8/31/2016,1.32280004,3.007699966,3.887000084,0.177087426,0.744650602,0.401062012
9/1/2016,1.354800105,3.103700161,3.792000055,0.187789664,0.768418431,0.398591995
9/2/2016,1.407800078,3.157700062,3.792000055,0.227420256,0.781787813,0.398591995
9/6/2016,1.422250032,3.004499912,3.717000008,0.28255254,0.743055463,0.396642029
9/7/2016,1.351250052,3.048500061,3.676000118,0.201736793,0.753937244,0.395576
9/8/2016,1.374250054,3.108500004,3.805999994,0.206517935,0.768776119,0.398956001
9/9/2016,1.412250042,3.138499975,3.789999962,0.237514496,0.776195526,0.39854002
9/12/2016,1.48300004,3.011800051,3.914999962,0.343658328,0.737551689,0.401790023
9/13/2016,1.468000054,2.911800146,3.90899992,0.353303045,0.713063002,0.401634008
9/14/2016,1.468000054,2.941800117,3.888999939,0.346476406,0.720409632,0.401114017
9/15/2016,1.460000038,3.019800186,3.927000046,0.3183873,0.739510715,0.402102023
9/16/2016,1.471000075,3.089800119,3.947999954,0.311699241,0.756652832,0.402648002
9/19/2016,1.467999935,3.022666693,3.934000015,0.328397632,0.737318277,0.402284026
9/20/2016,1.452000022,3.054666758,4.046999931,0.301653922,0.745124102,0.405221999
9/21/2016,1.485000014,3.050666809,4.05700016,0.335369498,0.744148493,0.405482024
9/22/2016,1.506999969,3.016666651,3.99000001,0.367405146,0.735854805,0.403740019
9/23/2016,1.518000007,3.014666796,3.954999924,0.379803061,0.73536694,0.402830005
9/26/2016,1.507200003,2.903800011,3.996999979,0.393947661,0.70933032,0.403922021
9/27/2016,1.532199979,2.929800034,3.996000051,0.412622541,0.715681434,0.403896004
9/28/2016,1.514199972,2.905800104,3.951999903,0.40162912,0.70981884,0.402752012
9/29/2016,1.49819994,2.905800104,3.959000111,0.385447085,0.70981884,0.402934015
9/30/2016,1.49819994,2.979800224,3.90199995,0.368852615,0.727895319,0.401452005
10/3/2016,1.506199956,3.09890008,3.923000097,0.321712643,0.7824893,0.401998013
10/4/2016,1.538200021,3.120900154,3.963999987,0.347091556,0.788044453,0.403064013
10/5/2016,1.538200021,3.114900112,4.040999889,0.346604586,0.786529422,0.405066013
10/6/2016,1.439200044,3.042900085,4.048999786,0.265576988,0.768349051,0.405274004
10/7/2016,1.453199983,3.034900188,4.19299984,0.277852923,0.76632905,0.40901801
10/10/2016,1.51676929,2.997769117,4.275000095,0.424089223,0.681530058,0.411150008
10/11/2016,1.529769301,3.019769192,4.236999989,0.432504505,0.687102795,0.410162002
10/12/2016,1.486999989,3.076600075,4.210000038,0.273846805,0.803693175,0.409460008
10/13/2016,1.514000058,3.200599909,4.34100008,0.265048623,0.836085439,0.412865996
10/14/2016,1.532000065,3.248600006,4.284999847,0.271965712,0.848624349,0.411410004
10/17/2016,1.522600055,3.133200169,4.243999958,0.294098973,0.818157077,0.410344005
10/18/2016,1.552769303,3.101769209,4.263000011,0.434057772,0.707873523,0.410838008
10/19/2016,1.561769247,3.139769077,4.170000076,0.435850203,0.717499018,0.408420026
10/20/2016,1.558769226,3.075769186,4.140999794,0.449815542,0.701287687,0.407665998
10/21/2016,1.551600099,3.117200136,3.993000031,0.333802998,0.813979089,0.403818011
10/24/2016,1.572769284,3.04776907,3.83100009,0.478968114,0.694195151,0.399606019
10/25/2016,1.566769242,3.05776906,3.773999929,0.471917003,0.69672823,0.398124009
10/26/2016,1.568769217,3.105769157,3.730999947,0.462876409,0.708886802,0.397006005
10/27/2016,1.605769277,3.139769077,3.763999939,0.490406245,0.717499018,0.397864014
10/28/2016,1.611769319,3.115769148,4.105000019,0.493619561,0.711419761,0.406729996
10/31/2016,1.601769209,3.111769199,4.026000023,0.486686647,0.710406542,0.40467602
11/1/2016,1.601769209,3.055769205,3.90199995,0.504095614,0.69622159,0.401452005
11/2/2016,1.556399941,3.106699944,3.792000055,0.436445296,0.72136265,0.398591995
11/3/2016,1.551769257,3.045769215,3.769000053,0.460086614,0.693688631,0.397994012
11/4/2016,1.489400029,3.130699873,3.76699996,0.363921642,0.72753638,0.397942007
11/7/2016,1.519769311,3.027769089,3.815999985,0.431424141,0.689129174,0.399215996
11/8/2016,1.520769238,3.107769251,3.632999897,0.416917861,0.709393382,0.394457996
11/9/2016,1.484769225,2.971769094,3.690000057,0.413884997,0.674944222,0.395940006
11/10/2016,1.476769209,2.999769211,3.631999969,0.400300503,0.682036698,0.394432008
11/11/2016,1.486769319,2.967769146,3.618999958,0.418744296,0.673931003,0.39409402
11/14/2016,1.50940001,3.130700111,3.749000072,0.380739361,0.731186628,0.397474021
11/15/2016,1.519400001,3.172700167,3.709000111,0.380895197,0.742070794,0.396434009
11/16/2016,1.508399963,3.142700195,3.763999939,0.376239568,0.734296381,0.397864014
11/17/2016,1.533400059,3.178700209,3.703000069,0.393496335,0.7436257,0.396278024
11/18/2016,1.554399967,3.212700129,3.842999935,0.40204531,0.752436638,0.39991802
11/21/2016,1.555250049,3.230000019,3.950000048,0.378784239,0.773765802,0.402700007
11/22/2016,1.555250049,3.244000196,3.982000113,0.374246299,0.777471721,0.403532028
11/23/2016,1.569249988,3.24000001,4.026000023,0.388161123,0.776412845,0.40467602
11/25/2016,1.560250044,3.226000071,4.085000038,0.381333113,0.772706926,0.406210005
11/28/2016,1.557999969,3.210924864,4.231999874,0.382742435,0.76522553,0.410032004
11/29/2016,1.541000009,3.092924833,4.315000057,0.394692063,0.734117925,0.41219002
11/30/2016,1.592000008,3.092924833,4.352000237,0.444730073,0.734117925,0.413152009
12/1/2016,1.597000003,3.042924881,4.505000114,0.458933324,0.720936656,0.417130023
12/2/2016,1.611999989,3.100924969,4.43599987,0.460437,0.736226976,0.415336013
12/5/2016,1.676200032,3.294799805,4.653999805,0.464824915,0.79037112,0.421003997
12/6/2016,1.611199975,3.310799837,4.635000229,0.396076411,0.79461354,0.420510024
12/7/2016,1.65320003,3.304799795,4.603000164,0.440499306,0.793022692,0.419678032
12/8/2016,1.645200014,3.264799833,4.695000172,0.440713346,0.782416642,0.422070026
12/9/2016,1.689200044,3.324799776,4.745999813,0.467478395,0.798325658,0.423395991
12/12/2016,1.854200006,3.184400082,4.506999969,0.692221761,0.744796216,0.417182028
12/13/2016,1.844200015,3.202400208,4.473999977,0.678406835,0.749469161,0.416324019
12/14/2016,1.781200051,3.156400204,4.539999962,0.625632524,0.737527549,0.418040007
12/15/2016,1.720200062,3.204400063,4.434000015,0.554927766,0.749988258,0.415284008
12/16/2016,1.675199986,3.202400208,4.414999962,0.51094079,0.749469161,0.414790004
12/19/2016,1.633999944,3.235199928,4.392000198,0.455357552,0.764450371,0.414192021
12/20/2016,1.60800004,3.205199957,4.263000011,0.440578163,0.756583869,0.410838008
12/21/2016,1.590000033,3.175199986,4.541999817,0.423190594,0.748717427,0.418092012
12/22/2016,1.631000042,3.175199986,4.538000107,0.464294612,0.748717427,0.417988002
12/23/2016,1.611999989,3.159199953,4.662000179,0.446265996,0.744521976,0.421212018
12/27/2016,1.527999997,3.277999878,4.761000156,0.324667245,0.779546738,0.423786014
12/28/2016,1.54399991,3.210000038,4.929999828,0.354155749,0.761664152,0.428180009
12/29/2016,1.606999993,3.223999977,4.802000046,0.416802108,0.765345871,0.424852014
12/30/2016,1.58099997,3.247999907,4.723999977,0.386518538,0.771657407,0.422824025
1/3/2017,1.455500007,3.32249999,4.327000141,0.238241524,0.804756463,0.412502021
1/4/2017,1.392500043,3.362499952,4.267000198,0.166119754,0.815438271,0.410942018
1/5/2017,1.435500026,3.378499985,4.272999763,0.204691052,0.81971097,0.411098003
1/6/2017,1.436499953,3.346500158,4.284999847,0.213924319,0.811165631,0.411410004
1/9/2017,1.405000091,3.370999813,4.103000164,0.166036785,0.832285285,0.406678021
1/10/2017,1.384000063,3.352999926,4.277999878,0.14536804,0.827404022,0.411228001
1/11/2017,1.373000026,3.342999935,4.223999977,0.138483763,0.824692249,0.409824014
1/12/2017,1.356000066,3.352999926,4.386000156,0.11456003,0.827404022,0.414036006
1/13/2017,1.356999993,3.354999781,4.419000149,0.114159673,0.827946305,0.414894015
1/17/2017,1.377500057,3.671000004,4.412000179,0.021771364,0.941016674,0.414712012
1/18/2017,1.374500036,3.667000055,4.302000046,0.022746615,0.939901412,0.411852002
1/19/2017,1.346500039,3.679000139,4.368000031,-0.010315292,0.943247318,0.41356802
1/20/2017,1.361500025,3.713000059,4.203999996,-0.000531547,0.952727556,0.409304023
1/23/2017,1.305799961,3.441900015,4.243000031,0.040268607,0.855213344,0.410318017
1/24/2017,1.274800062,3.379899979,4.278999805,0.025212809,0.838333249,0.411253989
1/25/2017,1.254799962,3.40989995,4.331999779,-0.004333094,0.846501052,0.412631989
1/26/2017,1.274800062,3.383899927,4.381999969,0.021445826,0.839422226,0.413932025
1/27/2017,1.289800048,3.371900082,4.390999794,0.039478809,0.836155236,0.414166003
1/30/2017,1.338600039,3.360000134,4.231999874,0.09819188,0.830376148,0.410032004
1/31/2017,1.351599932,3.380000114,4.117000103,0.108747557,0.835810363,0.407042027
2/1/2017,1.339599967,3.46600008,4.168000221,0.072054714,0.859177232,0.408368021
2/2/2017,1.347599983,3.458000183,4.186999798,0.081734344,0.857003629,0.408861995
2/3/2017,1.347599983,3.436000109,4.063000202,0.090936027,0.851025939,0.405638009
2/6/2017,1.39380002,3.365700006,4.050000191,0.157982767,0.830517232,0.405300021
2/7/2017,1.425799966,3.413699865,4.130000114,0.174879104,0.843540847,0.407380015
2/8/2017,1.457800031,3.43569994,4.125999928,0.201013893,0.849510133,0.407276005
2/9/2017,1.442800045,3.423699856,4.140999794,0.188879937,0.84625411,0.407665998
2/10/2017,1.45480001,3.473700047,4.03399992,0.190095514,0.859820485,0.404884011
2/13/2017,1.441799998,3.461899996,3.944000006,0.179670274,0.859585702,0.402544022
2/14/2017,1.398800015,3.44990015,3.904999971,0.140947714,0.856322289,0.401530027
2/15/2017,1.409799933,3.493900061,3.924999952,0.139461815,0.8682881,0.402050018
2/16/2017,1.397799969,3.441900015,3.854000092,0.143449172,0.854146779,0.400204003
2/17/2017,1.376799941,3.389899969,3.834000111,0.137110531,0.840005398,0.399684012
2/21/2017,1.379999995,3.345499992,3.563999891,0.183743238,0.803592741,0.392664015
2/22/2017,1.385999918,3.36349988,3.592000008,0.184249416,0.80835849,0.393392026
2/23/2017,1.388000011,3.307499886,3.617000103,0.200426698,0.793531299,0.394042015
2/24/2017,1.385999918,3.293499947,3.627000093,0.201873362,0.789824545,0.394302011
2/27/2017,1.388999939,3.367799997,3.693000078,0.167689338,0.825292587,0.396018028
2/28/2017,1.40899992,3.431800127,3.773999929,0.168333262,0.842542648,0.398124009
3/1/2017,1.404999971,3.521800041,3.799000025,0.139425412,0.866800547,0.398774028
3/2/2017,1.360999942,3.49180007,3.803999901,0.103381291,0.85871464,0.398904026
3/3/2017,1.360999942,3.511800051,3.826999903,0.097392768,0.864105165,0.399502009
3/6/2017,1.322999954,3.398900032,3.901000023,0.081260987,0.840312958,0.401426017
3/7/2017,1.307999969,3.366899967,3.823999882,0.076950558,0.831625402,0.399424016
3/8/2017,1.301999927,3.324899912,3.901000023,0.080351003,0.820222914,0.401426017
3/9/2017,1.304999948,3.268899918,3.973999977,0.096656144,0.805019796,0.403324008
3/10/2017,1.337000012,3.252899885,4.007999897,0.13211596,0.800676048,0.404208004
3/13/2017,1.361000061,3.279399872,4.043000221,0.148654908,0.807227135,0.405118018
3/14/2017,1.347000003,3.271399975,3.937999964,0.139552206,0.805059791,0.402388006
3/15/2017,1.364000082,3.369400024,3.980999947,0.128883392,0.83161068,0.403506011
3/16/2017,1.384000063,3.395400047,3.90199995,0.143893301,0.838654757,0.401452005
3/17/2017,1.369000077,3.409399986,3.947999954,0.12390431,0.842447758,0.402648002
3/20/2017,1.427600026,3.282000065,4.040999889,0.216084778,0.806449234,0.405066013
3/21/2017,1.420600057,3.25999999,4.092999935,0.213683203,0.800498843,0.406418025
3/22/2017,1.435600042,3.233999968,4.011000156,0.237847567,0.793466449,0.404286027
3/23/2017,1.435600042,3.213999987,4.051000118,0.242217064,0.78805697,0.405326009
3/24/2017,1.455600023,3.210000038,4.076000214,0.26264897,0.786975026,0.405976027
3/27/2017,1.40200007,3.244600058,4.052000046,0.199184403,0.797463655,0.405351996
3/28/2017,1.422000051,3.264600039,4.096000195,0.212612301,0.802891731,0.406496018
3/29/2017,1.428000093,3.272599936,4.175000191,0.214387178,0.80506289,0.408550024
3/30/2017,1.447000027,3.262599945,4.190999985,0.23568511,0.802348912,0.408966005
3/31/2017,1.476000071,3.330600023,4.190000057,0.246255875,0.820804179,0.408940017
4/3/2017,1.575600028,3.365600109,4.127999783,0.334057391,0.834214628,0.40732801
4/4/2017,1.589599967,3.319600105,4.293000221,0.356305271,0.821676672,0.411618024
4/5/2017,1.589599967,3.335600138,4.265999794,0.352646261,0.826037705,0.410916001
4/6/2017,1.550599933,3.295599937,4.330999851,0.322858751,0.815135181,0.412606001
4/7/2017,1.569599986,3.283600092,4.261000156,0.346949518,0.811864436,0.410786033
4/10/2017,1.549999952,3.428999901,4.237999916,0.281413138,0.858398795,0.410188019
4/11/2017,1.549000025,3.422999859,4.150000095,0.284345418,0.856754601,0.407900006
4/12/2017,1.57099998,3.448999882,4.186999798,0.298258603,0.863879383,0.408861995
4/13/2017,1.569999933,3.468999863,4.227000237,0.290737927,0.86935997,0.409902036
4/17/2017,1.603399992,3.365599871,4.163000107,0.367649108,0.82751286,0.408238024
4/18/2017,1.571400046,3.317600012,4.144999981,0.34907797,0.814552069,0.407770008
4/19/2017,1.56340003,3.317600012,4.184999943,0.340037942,0.814552069,0.408810019
4/20/2017,1.566400051,3.277599812,4.15899992,0.354514629,0.803751409,0.408134013
4/21/2017,1.5704,3.271600008,4.100999832,0.361642629,0.802131355,0.406626016
4/24/2017,1.568400025,3.331850052,4.065999985,0.326651156,0.836032867,0.405716002
4/25/2017,1.56340003,3.389849901,4.043000221,0.30627045,0.852011561,0.405118018
4/26/2017,1.544399977,3.329849958,4.142000198,0.301226139,0.835481822,0.407692015
4/27/2017,1.541399956,3.35984993,4.238999844,0.287439227,0.843746722,0.410214007
4/28/2017,1.507400036,3.319849968,4.276000023,0.263497055,0.832726955,0.411176026
5/1/2017,1.545599937,3.404000044,4.215000153,0.299068034,0.836941898,0.409590006
5/2/2017,1.50759995,3.351999998,4.195000172,0.275624037,0.822905898,0.409070015
5/3/2017,1.50759995,3.374000072,4.228000164,0.268827677,0.828844249,0.409928024
5/4/2017,1.440599918,3.292000055,4.18599987,0.22505331,0.806710601,0.408836007
5/5/2017,1.47360003,3.328000069,4.265999794,0.246256262,0.816427767,0.410916001
5/8/2017,1.370200038,3.364499807,4.171999931,0.121914737,0.839813292,0.408472002
5/9/2017,1.33920002,3.38049984,4.227000237,0.085101619,0.844196379,0.409902036
5/10/2017,1.34920001,3.450500011,4.291999817,0.07423538,0.863372624,0.411592007
5/11/2017,1.370200038,3.402499914,4.375999928,0.106200784,0.850223243,0.41377601
5/12/2017,1.396200061,3.414499998,4.423999786,0.12766549,0.853510559,0.415024012
5/15/2017,1.448800087,3.418499947,4.348999977,0.178753078,0.856972992,0.413074017
5/16/2017,1.423799992,3.418499947,4.230000019,0.156846985,0.856972992,0.409979999
5/17/2017,1.397800088,3.456500053,4.191999912,0.121389255,0.867418826,0.408991992
5/18/2017,1.404800057,3.402499914,4.18200016,0.143493384,0.852574646,0.408732027
5/19/2017,1.424800038,3.466500044,4.256000042,0.143976182,0.870167851,0.410656005
5/30/2017,1.469499946,3.355000019,4.144999981,0.235189766,0.826540172,0.407770008
5/31/2017,1.478499889,3.404999971,4.071000099,0.232599661,0.840054214,0.405846
6/1/2017,1.483500004,3.389000177,4.007999897,0.243562281,0.835729718,0.404208004
6/2/2017,1.50849998,3.411000013,3.999000072,0.262850106,0.841675878,0.403973997
6/5/2017,1.534600019,3.424000025,3.982000113,0.285594344,0.845473647,0.403532028
6/6/2017,1.539600015,3.46600008,4.041999817,0.277666748,0.856841266,0.405092001
6/7/2017,1.546599984,3.539999962,4.019999981,0.26521036,0.876869619,0.404520005
6/8/2017,1.523599982,3.549999952,4.027999878,0.239295706,0.879576266,0.404727995
6/9/2017,1.530600071,3.569999933,4.039000034,0.240596741,0.884989321,0.405014008
6/12/2017,1.496199965,3.404799938,4.024000168,0.259667128,0.831908822,0.404624015
6/13/2017,1.527199984,3.442800045,3.96600008,0.281966835,0.842117131,0.403116018
6/14/2017,1.510200024,3.402800083,3.933000088,0.27657035,0.831371665,0.402258009
6/15/2017,1.534200072,3.426800013,4.056000233,0.290925145,0.837818921,0.405456007
6/16/2017,1.532199979,3.472800016,4.037000179,0.277061701,0.850176275,0.404962003
6/19/2017,1.539799929,3.344000101,3.894000053,0.338413686,0.800142229,0.401244015
6/20/2017,1.511799932,3.292000055,3.907000065,0.323804855,0.786413074,0.401582003
6/21/2017,1.504799962,3.278000116,3.892999887,0.320865214,0.782716751,0.401217997
6/22/2017,1.487800002,3.217999935,3.894000053,0.319680721,0.766875267,0.401244015
6/23/2017,1.480800033,3.167999983,3.928999901,0.324971825,0.753674209,0.402153999
6/26/2017,1.480800033,3.226024866,4.02699995,0.305684507,0.770413518,0.404702008
6/27/2017,1.486800075,3.22802496,4.037000179,0.310897231,0.77094084,0.404962003
